This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"KTEX","TELLURIDE RE",-107.9086,37.9539,2767,"ASOS","4894"
"KTPH","TONOPAH AIRP",-117.0872,38.0603,1654,"ASOS","4927"
"010063","ADDISON",-87.1814,34.2031,233,"COOP","7860"
"010160","ALEXANDER CI",-85.9481,32.9453,224,"COOP","7868"
"010178","ALICEVILLE",-88.1269,33.1394,73,"COOP","7871"
"010184","ALICEVILLE L",-88.2878,33.2100,50,"COOP","7872"
"010260","ANDERSON",-87.2747,34.9092,209,"COOP","7874"
"010390","ATHENS",-86.9511,34.7772,207,"COOP","7880"
"010402","ATMORE",-87.4389,31.1819,91,"COOP","7883"
"010505","BANKHEAD LOC",-87.3572,33.4528,85,"COOP","7890"
"010655","BELLE MINA 2",-86.8825,34.6908,183,"COOP","7896"
"010748","BERRY 3 NW",-87.6497,33.6944,154,"COOP","7897"
"010764","BESSEMER 3 W",-87.0078,33.3953,136,"COOP","7900"
"010823","BILLINGSLEY",-86.6653,32.6731,136,"COOP","7904"
"011225","CAHABA PUMP",-86.7153,33.4514,141,"COOP","7920"
"011288","CALERA",-86.7461,33.1106,162,"COOP","7921"
"011490","CENTRE",-85.7017,34.1503,183,"COOP","7928"
"011620","CHILDERSBURG",-86.3436,33.2822,127,"COOP","7936"
"011694","CLANTON",-86.6522,32.8200,186,"COOP","7939"
"011725","CLAYTON",-85.4789,31.8844,152,"COOP","7940"
"012124","DADEVILLE 2",-85.7358,32.8622,223,"COOP","7954"
"012209","DECATUR 5 SE",-86.9539,34.5658,175,"COOP","7962"
"012245","DEMOPOLIS LO",-87.8794,32.5192,30,"COOP","7967"
"012813","FAIRHOPE 2 N",-87.8808,30.5467,7,"COOP","7983"
"012883","FAYETTE",-87.8219,33.6847,111,"COOP","7988"
"013154","GADSDEN",-85.9878,34.0219,172,"COOP","7998"
"013160","GAINESVILLE",-88.1342,32.8347,38,"COOP","7999"
"013251","GENEVA NO 2",-85.8708,31.0383,44,"COOP","8002"
"013511","GREENSBORO",-87.5808,32.7017,67,"COOP","8010"
"013573","GUNTERSVILLE",-86.3297,34.3344,176,"COOP","8015"
"013620","HALEYVILLE",-87.6347,34.2311,280,"COOP","8020"
"013645","HAMILTON 3 S",-87.9914,34.0967,133,"COOP","8022"
"013655","HANCEVILLE",-86.7625,34.0619,162,"COOP","8023"
"013775","HEFLIN",-85.6006,33.6483,259,"COOP","8028"
"013781","HELENA",-86.8336,33.2725,146,"COOP","8029"
"013930","HOLT LOCK AN",-87.4500,33.2533,59,"COOP","8034"
"014209","JACKSONVILLE",-85.7664,33.8167,209,"COOP","8045"
"014502","LAFAYETTE 2",-85.4336,32.9069,226,"COOP","8051"
"015121","MARION JUNCT",-87.2306,32.4714,61,"COOP","8073"
"015172","MATHEWS",-86.0003,32.2603,77,"COOP","8076"
"015397","MIDWAY",-85.4953,32.0597,152,"COOP","8081"
"015435","MILLPORT 2 E",-88.0333,33.5700,84,"COOP","8086"
"015537","MONTEVALLO",-86.8667,33.0981,125,"COOP","8097"
"015553","MONTGOMERY 6",-86.2181,32.2600,69,"COOP","8102"
"015635","MOULTON 2",-87.2933,34.4856,197,"COOP","8105"
"015658","MOUNDVILLE",-87.6225,32.9947,37,"COOP","8106"
"016121","ONEONTA",-86.4692,33.9478,272,"COOP","8117"
"016129","OPELIKA",-85.4492,32.6592,195,"COOP","8118"
"016196","OWENS CROSS",-86.4453,34.5528,180,"COOP","8120"
"016847","REFORM",-88.0200,33.3753,73,"COOP","8151"
"017020","ROCKFORD 3 E",-86.1758,32.8711,228,"COOP","8156"
"017025","ROCK MILLS",-85.2892,33.1592,227,"COOP","8157"
"017157","SAINT BERNAR",-86.8133,34.1736,244,"COOP","8160"
"017207","SAND MT SUBS",-85.9692,34.2872,335,"COOP","8162"
"017304","SCOTTSBORO",-86.0536,34.6736,187,"COOP","8165"
"017366","SELMA",-87.0153,32.4100,24,"COOP","8170"
"017999","SYLACAUGA 4",-86.2114,33.2053,149,"COOP","8184"
"018024","TALLADEGA",-86.1350,33.4164,137,"COOP","8186"
"018038","TALLAPOOSA W",-86.2025,32.4392,54,"COOP","8188"
"018323","TROY",-85.9722,31.8075,152,"COOP","8196"
"018380","TUSCALOOSA A",-87.6092,33.2222,52,"COOP","8198"
"018385","TUSCALOOSA O",-87.5936,33.2097,46,"COOP","8200"
"018469","VALLEY HEAD",-85.6128,34.5667,324,"COOP","8208"
"018608","WADLEY NR 2",-85.5800,33.1272,213,"COOP","8213"
"018648","WALNUT GROVE",-86.3069,34.0661,259,"COOP","8215"
"018673","WARRIOR LOCK",-87.8306,32.7744,21,"COOP","8219"
"018809","WEST BLOCTON",-87.1267,33.1178,152,"COOP","8223"
"018859","WETUMPKA",-86.2103,32.5906,78,"COOP","8225"
"018998","WINFIELD 2 S",-87.8475,33.9111,143,"COOP","8232"
"020080","AJO",-112.8617,32.3686,549,"COOP","8237"
"020100","ALAMO DAM",-113.5778,34.2281,393,"COOP","8243"
"020287","ANVIL RANCH",-111.3831,31.9792,838,"COOP","8249"
"020288","APACHE JUNCT",-111.4814,33.4625,631,"COOP","8250"
"020498","ASHURST HAYD",-111.2864,33.0869,472,"COOP","8269"
"020586","BAGDAD",-113.1739,34.5972,1205,"COOP","8274"
"020678","BELLEMONT NW",-111.8214,35.2300,2180,"COOP","8285"
"020683","BENSON 6 SE",-110.2403,31.8803,1125,"COOP","8287"
"020750","BETATAKIN",-110.5411,36.6778,2221,"COOP","8289"
"020808","BLACK RIVER",-109.7517,33.4783,1849,"COOP","8298"
"020871","BLUE RIDGE R",-111.1892,34.6103,2097,"COOP","8300"
"021001","BRIGHT ANGEL",-112.0631,36.2136,2560,"COOP","8308"
"021248","CANYON DE CH",-109.5394,36.1533,1710,"COOP","8322"
"021306","CASA GRANDE",-111.7147,32.8889,428,"COOP","8326"
"021330","CASCABEL",-110.4131,32.3208,959,"COOP","8328"
"021357","CATALINA SP",-110.9300,32.4175,814,"COOP","8331"
"021664","CHIRICAHUA N",-109.3572,32.0061,1615,"COOP","8347"
"022109","CORDES",-112.1678,34.3053,1149,"COOP","8361"
"022140","CORONADO N M",-110.2542,31.3456,1598,"COOP","8364"
"022754","DUNCAN",-109.1214,32.7481,1157,"COOP","8387"
"022782","EAST MESA",-111.6444,33.4192,463,"COOP","8390"
"023009","FLAGSTAFF 4",-111.7311,35.1611,2172,"COOP","8400"
"023150","FORT THOMAS",-110.0022,33.0194,853,"COOP","8411"
"023190","FOUNTAIN HIL",-111.7131,33.6028,482,"COOP","8414"
"023393","GILA BEND",-112.7131,32.9481,224,"COOP","8422"
"023448","GISELA",-111.2758,34.1111,884,"COOP","8424"
"023501","GLOBE #3",-110.7933,33.3947,1116,"COOP","8428"
"023668","GREEN VALLEY",-110.9978,31.8931,884,"COOP","8442"
"024182","HORSESHOE DA",-111.7139,33.9825,616,"COOP","8468"
"024453","JEROME",-112.1114,34.7522,1509,"COOP","8481"
"024761","LAKE HAVASU",-114.3600,34.5028,143,"COOP","8501"
"025412","MC NARY 2 N",-109.8589,34.1142,2237,"COOP","8528"
"025418","MC NEAL",-109.6686,31.6017,1271,"COOP","8529"
"025494","METEOR CRATE",-111.0167,35.0333,1584,"COOP","8532"
"025635","MONTEZUMA CA",-111.8381,34.6106,969,"COOP","8539"
"025825","NATURAL BRID",-111.4533,34.3222,1404,"COOP","8558"
"025924","NOGALES 6 N",-110.9642,31.4447,1085,"COOP","8563"
"026117","ORACLE STATE",-110.7317,32.6100,1401,"COOP","8567"
"026190","PAINTED DESE",-109.7814,35.0653,1756,"COOP","8574"
"026194","PAINTED ROCK",-113.0317,33.0772,183,"COOP","8575"
"026242","PARADISE",-109.2187,31.9352,1664,"COOP","8578"
"026282","PATAGONIA #2",-110.7517,31.5481,1277,"COOP","8584"
"026468","PETRIFIED FO",-109.8850,34.7994,1660,"COOP","8594"
"026471","PHANTOM RANC",-112.0958,36.1050,771,"COOP","8595"
"026603","PINNACLE PEA",-111.8606,33.7275,782,"COOP","8611"
"026616","PIPE SPRINGS",-112.7386,36.8586,1500,"COOP","8614"
"026653","PLEASANT VAL",-110.9442,34.0989,1539,"COOP","8616"
"026796","PRESCOTT",-112.4322,34.5706,1586,"COOP","8620"
"026865","QUARTZSITE",-114.2272,33.6650,267,"COOP","8623"
"027187","ROBSON RCH",-111.6314,32.8117,456,"COOP","8632"
"027390","SAFFORD AGRI",-109.6808,32.8150,900,"COOP","8648"
"027398","SAGUARO NAT'",-110.7369,32.1797,936,"COOP","8649"
"027435","SAINT JOHNS",-109.4028,34.5172,1765,"COOP","8652"
"027488","SANDERS",-109.3222,35.2239,1784,"COOP","8662"
"027530","SAN MANUEL",-110.6339,32.6014,1055,"COOP","8664"
"027619","SASABE",-111.5436,31.4831,1094,"COOP","8673"
"027622","SASABE 7 NW",-111.6022,31.6036,1166,"COOP","8674"
"027716","SELIGMAN",-112.8797,35.3322,1600,"COOP","8679"
"027855","SHOW LOW AIR",-110.0075,34.2639,1954,"COOP","8690"
"027880","SIERRA VISTA",-110.2847,31.5553,1402,"COOP","8692"
"028329","SUNSET CRATE",-111.5436,35.3694,2128,"COOP","8714"
"028396","TACNA 3 NE",-113.9192,32.7225,99,"COOP","8721"
"028468","TEEC NOS POS",-109.0900,36.9233,1612,"COOP","8725"
"028499","TEMPE ASU",-111.9294,33.4197,364,"COOP","8731"
"028598","TOLLESON 1 E",-112.2433,33.4519,312,"COOP","8737"
"028619","TOMBSTONE",-110.0569,31.7056,1405,"COOP","8738"
"028865","TUMACACORI N",-111.0497,31.5678,996,"COOP","8761"
"028904","TUZIGOOT",-112.0264,34.7706,1058,"COOP","8764"
"028998","VAIL 7 N",-110.7247,32.1264,908,"COOP","8767"
"029156","WALNUT CANYO",-111.5067,35.1706,2038,"COOP","8776"
"029158","WALNUT CREEK",-112.8097,34.9281,1551,"COOP","8777"
"029166","WALNUT GROVE",-112.5619,34.3117,1147,"COOP","8778"
"029359","WILLIAMS",-112.1906,35.2411,2057,"COOP","8790"
"029542","WUPATKI NM",-111.3703,35.5247,1496,"COOP","8805"
"029634","YOUNGTOWN",-112.3014,33.5950,346,"COOP","8811"
"030006","ABBOTT",-94.2025,35.0764,190,"COOP","8823"
"030064","ALICIA 2 NNE",-91.0583,35.9289,77,"COOP","8824"
"030130","ALUM FORK",-92.8417,34.7961,213,"COOP","8826"
"030178","ANTOINE",-93.4217,34.0358,87,"COOP","8829"
"030220","ARKADELPHIA",-93.0589,34.1433,60,"COOP","8832"
"030240","ARKANSAS POS",-91.3444,34.0250,59,"COOP","8836"
"030286","ASHDOWN 4 SS",-94.0997,33.6192,98,"COOP","8838"
"030326","AUGUSTA 2 NW",-91.3936,35.2956,59,"COOP","8841"
"030458","BATESVILLE L",-91.7944,35.8306,174,"COOP","8846"
"030460","BATESVILLE L",-91.6389,35.7600,88,"COOP","8847"
"030536","BEEDEVILLE 4",-91.0561,35.4583,67,"COOP","8855"
"030582","BENTON",-92.6006,34.5675,94,"COOP","8856"
"030664","BIG FORK 1 S",-93.9567,34.4692,335,"COOP","8864"
"030746","BLACK ROCK",-91.1039,36.1067,73,"COOP","8867"
"030764","BLAKELY MOUN",-93.1947,34.5697,130,"COOP","8868"
"030832","BOONEVILLE 3",-93.9089,35.1047,213,"COOP","8879"
"030842","BOTKINBURG 3",-92.4708,35.7200,395,"COOP","8880"
"031120","CALAMINE",-91.4328,36.0111,130,"COOP","8891"
"031132","CALICO ROCK",-92.1636,36.1092,107,"COOP","8892"
"031140","CALION LOCK",-92.4850,33.3047,30,"COOP","8894"
"031152","CAMDEN 1",-92.8236,33.5900,35,"COOP","8895"
"031191","CANE CREEK S",-91.7711,33.9153,79,"COOP","8899"
"031310","CENTER RIDGE",-92.5672,35.3228,195,"COOP","8906"
"031582","COMPTON",-93.3081,36.0919,660,"COOP","8922"
"031596","CONWAY",-92.4289,35.0842,96,"COOP","8923"
"031632","CORNING",-90.5858,36.4197,85,"COOP","8924"
"031750","CRYSTAL VALL",-92.4500,34.6886,108,"COOP","8931"
"031834","DANVILLE",-93.3944,35.0386,114,"COOP","8936"
"031838","DARDANELLE",-93.1675,35.2342,113,"COOP","8938"
"031910","DEGRAY LAKE",-93.1486,34.2531,149,"COOP","8943"
"031948","DEQUEEN",-94.3481,34.0464,121,"COOP","8944"
"031968","DES ARC",-91.4978,34.9772,61,"COOP","8951"
"032366","EVENING SHAD",-91.6142,36.0811,152,"COOP","8971"
"032444","FAYETTEVILLE",-94.1744,36.1006,387,"COOP","8975"
"032540","FORDYCE",-92.4322,33.8228,70,"COOP","8979"
"032544","FOREMAN",-94.3814,33.7164,122,"COOP","8980"
"032760","GEORGETOWN",-91.4489,35.1278,61,"COOP","8995"
"032794","GILBERT",-92.7147,35.9914,189,"COOP","8996"
"032922","GRAVELLY 1 E",-93.6761,34.8758,152,"COOP","9001"
"032930","GRAVETTE",-94.4481,36.4261,384,"COOP","9003"
"033132","HARDY",-91.5056,36.2747,201,"COOP","9017"
"033164","HARRISON",-93.1219,36.2236,345,"COOP","9019"
"033200","HATTIEVILLE",-92.7806,35.2883,110,"COOP","9024"
"033361","HINDSVILLE 1",-93.8214,36.2769,436,"COOP","9034"
"033428","HOPE 3 NE",-93.5561,33.7089,114,"COOP","9035"
"033466","HOT SPRINGS",-93.0522,34.5144,207,"COOP","9039"
"033600","JASPER",-93.1883,36.0006,256,"COOP","9051"
"033704","JESSIEVILLE",-93.0572,34.7011,220,"COOP","9052"
"033734","JONESBORO 2",-90.6881,35.8486,96,"COOP","9053"
"033821","KEISER",-90.0964,35.6872,71,"COOP","9056"
"033831","KELSO 3 NW",-91.3397,33.8178,44,"COOP","9057"
"033862","KEO",-92.0072,34.6053,70,"COOP","9058"
"033909","KINGSTON 2S",-93.5206,36.0086,654,"COOP","9060"
"033910","KINGSTON 5NW",-93.5772,36.1197,408,"COOP","9061"
"034010","LAKE MAUMELL",-92.4889,34.8511,93,"COOP","9066"
"034060","LANGLEY",-93.8153,34.2647,250,"COOP","9069"
"034106","LEAD HILL",-92.9094,36.4211,226,"COOP","9070"
"034185","LEWISVILLE",-93.5678,33.3614,104,"COOP","9073"
"034290","LONG POOL",-93.1661,35.5058,184,"COOP","9082"
"034548","MAGNOLIA",-93.2336,33.2506,97,"COOP","9089"
"034562","MALVERN",-92.8283,34.3817,95,"COOP","9091"
"034572","MAMMOTH SPRI",-91.5350,36.4947,153,"COOP","9092"
"034638","MARIANNA 2 S",-90.7661,34.7336,71,"COOP","9093"
"034666","MARSHALL",-92.6394,35.9156,309,"COOP","9097"
"034746","MELBOURNE 5W",-91.9822,36.0822,152,"COOP","9103"
"034756","MENA",-94.2494,34.5731,344,"COOP","9104"
"034936","MORO BAY STA",-92.3658,33.3014,27,"COOP","9110"
"034938","MORRILTON",-92.7672,35.1581,104,"COOP","9111"
"035036","MOUNTAIN HOM",-92.3939,36.3458,244,"COOP","9118"
"035046","MOUNTAIN VIE",-92.1042,35.9147,238,"COOP","9120"
"035079","MURFREESBORO",-93.7019,34.0783,121,"COOP","9124"
"035112","NASHVILLE",-93.8514,33.9303,122,"COOP","9126"
"035186","NEWPORT",-91.2744,35.6042,69,"COOP","9132"
"035200","NIMROD DAM",-93.1594,34.9553,146,"COOP","9133"
"035512","OZARK 2",-93.8683,35.5125,253,"COOP","9148"
"035514","OZONE",-93.4436,35.6431,579,"COOP","9149"
"035563","PARAGOULD 1",-90.4978,36.0336,82,"COOP","9151"
"035591","PARKS",-93.9606,34.8186,185,"COOP","9155"
"035691","PERRY",-92.7997,35.0478,91,"COOP","9161"
"035754","PINE BLUFF",-92.0189,34.2256,66,"COOP","9168"
"035760","PINE RIDGE",-93.9011,34.5833,256,"COOP","9171"
"035820","POCAHONTAS 1",-90.9681,36.2639,96,"COOP","9173"
"035831","POINSETT STA",-90.6872,35.5325,105,"COOP","9176"
"035866","PORTLAND",-91.5044,33.2381,37,"COOP","9178"
"035908","PRESCOTT",-93.3767,33.7975,94,"COOP","9180"
"036253","ROHWER 2 NNE",-91.2703,33.8100,46,"COOP","9194"
"036376","SAINT CHARLE",-91.1272,34.3767,61,"COOP","9199"
"036380","SAINT FRANCI",-90.1469,36.4519,91,"COOP","9200"
"036403","SALEM",-91.8036,36.3561,207,"COOP","9204"
"036506","SEARCY",-91.7164,35.2683,70,"COOP","9207"
"036562","SHERIDAN",-92.3914,34.3019,76,"COOP","9208"
"036920","STUTTGART 9",-91.4172,34.4744,60,"COOP","9222"
"036928","SUBIACO",-93.6369,35.3028,152,"COOP","9223"
"037383","VANDERVOORT",-94.3531,34.3919,320,"COOP","9235"
"037488","WALDRON",-94.1942,34.8992,206,"COOP","9239"
"037592","WASHITA",-93.5350,34.6508,186,"COOP","9243"
"037712","WEST MEMPHIS",-90.1806,35.1242,66,"COOP","9249"
"037963","WINSLOW 7NE",-94.0203,35.8550,667,"COOP","9257"
"038052","WYNNE",-90.7964,35.2547,79,"COOP","9260"
"040010","ACAMPO 5 NE",-121.2031,38.2189,27,"COOP","9264"
"040029","ADIN RS",-120.9447,41.1936,1279,"COOP","9267"
"040136","ALPINE",-116.7747,32.8381,529,"COOP","9283"
"040144","ALTADENA",-118.1383,34.1819,344,"COOP","9285"
"040192","ANAHEIM",-117.8425,33.8647,102,"COOP","9293"
"040212","ANGWIN PAC U",-122.4406,38.5731,523,"COOP","9295"
"040232","ANTIOCH PUMP",-121.7458,37.9856,18,"COOP","9299"
"040343","ASH MOUNTAIN",-118.8253,36.4914,521,"COOP","9315"
"040444","BAKERSFIELD",-119.0508,35.4186,143,"COOP","9339"
"040449","BALCH POWER",-119.0883,36.9092,524,"COOP","9340"
"040521","BARSTOW",-117.0219,34.8928,677,"COOP","9347"
"040673","BEN LOMOND N",-122.0797,37.0856,128,"COOP","9365"
"040693","BERKELEY",-122.2589,37.8744,94,"COOP","9374"
"040741","BIG BEAR LAK",-116.9039,34.2442,2060,"COOP","9381"
"040798","BIG TUJUNGA",-118.1872,34.2942,706,"COOP","9391"
"040924","BLYTHE",-114.5972,33.6131,82,"COOP","9411"
"040931","BOCA",-120.0936,39.3886,1699,"COOP","9415"
"040943","BODIE",-119.0142,38.2119,2551,"COOP","9416"
"040983","BORREGO DESE",-116.4144,33.2314,245,"COOP","9421"
"041149","BUCKHORN",-121.8464,40.8669,1158,"COOP","9459"
"041159","BUCKS CREEK",-121.3511,39.9178,564,"COOP","9460"
"041194","BURBANK VALL",-118.3481,34.1867,200,"COOP","9468"
"041244","BUTTONWILLOW",-119.4731,35.4047,82,"COOP","9476"
"041253","CACHUMA LAKE",-119.9808,34.5825,238,"COOP","9479"
"041277","CALAVERAS BI",-120.3114,38.2769,1431,"COOP","9486"
"041312","CALISTOGA",-122.6014,38.5961,122,"COOP","9491"
"041424","CAMPO",-116.4728,32.6233,802,"COOP","9501"
"041428","CAMP PARDEE",-120.8433,38.2486,201,"COOP","9502"
"041614","CEDARVILLE",-120.1736,41.5336,1423,"COOP","9536"
"041700","CHESTER",-121.2422,40.3033,1381,"COOP","9547"
"041738","CHIRIACO SUM",-115.7206,33.6617,520,"COOP","9558"
"041758","CHULA VISTA",-117.0858,32.6400,17,"COOP","9563"
"041838","CLOVERDALE",-123.0172,38.8067,101,"COOP","9583"
"041907","COLEMAN FISH",-122.1433,40.4000,128,"COOP","9604"
