This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"010390","ATHENS",-86.9511,34.7772,207,"COOP","7880"
"010402","ATMORE",-87.4389,31.1819,91,"COOP","7883"
"010505","BANKHEAD LOC",-87.3572,33.4528,85,"COOP","7890"
"010583","BAY MINETTE",-87.7875,30.8842,83,"COOP","7893"
"010655","BELLE MINA 2",-86.8825,34.6908,183,"COOP","7896"
"010748","BERRY 3 NW",-87.6497,33.6944,154,"COOP","7897"
"010764","BESSEMER 3 W",-87.0078,33.3953,136,"COOP","7900"
"010823","BILLINGSLEY",-86.6653,32.6731,136,"COOP","7904"
"010957","BOAZ",-86.1633,34.2008,326,"COOP","7911"
"011080","BREWTON 3 EN",-87.0492,31.1414,49,"COOP","7913"
"011084","BREWTON 3 SS",-87.0542,31.0578,26,"COOP","7914"
"011178","BRUNDIDGE",-85.8369,31.7056,139,"COOP","7917"
"011225","CAHABA PUMP",-86.7153,33.4514,141,"COOP","7920"
"011288","CALERA",-86.7461,33.1106,162,"COOP","7921"
"011377","CARBON HILL",-87.5269,33.8931,131,"COOP","7926"
"011490","CENTRE",-85.7017,34.1503,183,"COOP","7928"
"011566","CHATOM",-88.2506,31.4711,46,"COOP","7934"
"011620","CHILDERSBURG",-86.3436,33.2822,127,"COOP","7936"
"011694","CLANTON",-86.6522,32.8200,186,"COOP","7939"
"011803","CODEN",-88.2281,30.3878,4,"COOP","7942"
"011810","COFFEEVILLE",-88.1283,31.7556,7,"COOP","7944"
"012096","CULLMAN NAHS",-86.7972,34.1925,192,"COOP","7952"
"012124","DADEVILLE 2",-85.7358,32.8622,223,"COOP","7954"
"012172","DAUPHIN ISLA",-88.0833,30.2500,2,"COOP","7959"
"012209","DECATUR 5 SE",-86.9539,34.5658,175,"COOP","7962"
"012377","DOTHAN",-85.3708,31.1942,84,"COOP","7970"
"012758","EVERGREEN",-86.9531,31.4447,88,"COOP","7981"
"012813","FAIRHOPE 2 N",-87.8808,30.5467,7,"COOP","7983"
"013043","FORT PAYNE",-85.7236,34.4406,280,"COOP","7994"
"013154","GADSDEN",-85.9878,34.0219,172,"COOP","7998"
"013160","GAINESVILLE",-88.1342,32.8347,38,"COOP","7999"
"013251","GENEVA NO 2",-85.8708,31.0383,44,"COOP","8002"
"013511","GREENSBORO",-87.5808,32.7017,67,"COOP","8010"
"013519","GREENVILLE",-86.6147,31.7947,104,"COOP","8012"
"013575","GUNTERSVILLE",-86.3294,34.3347,181,"COOP","8016"
"013620","HALEYVILLE",-87.6347,34.2311,280,"COOP","8020"
"013645","HAMILTON 3 S",-87.9914,34.0967,133,"COOP","8022"
"013761","HEADLAND",-85.3397,31.3625,113,"COOP","8027"
"013781","HELENA",-86.8336,33.2725,146,"COOP","8029"
"013930","HOLT LOCK AN",-87.4500,33.2533,59,"COOP","8034"
"014080","HURTSBORO",-85.4153,32.2428,111,"COOP","8038"
"014193","JACKSON",-87.9278,31.5250,67,"COOP","8043"
"014209","JACKSONVILLE",-85.7664,33.8167,209,"COOP","8045"
"014274","JONES BLUFF",-86.7828,32.3233,45,"COOP","8048"
"014502","LAFAYETTE 2",-85.4336,32.9069,226,"COOP","8051"
"014603","LAY DAM",-86.5167,32.9667,128,"COOP","8052"
"014866","LOGAN MARTIN",-86.3333,33.4333,137,"COOP","8063"
"015121","MARION JUNCT",-87.2306,32.4714,61,"COOP","8073"
"015172","MATHEWS",-86.0003,32.2603,77,"COOP","8076"
"015435","MILLPORT 2 E",-88.0333,33.5700,84,"COOP","8086"
"015439","MILSTEAD",-85.8889,32.4419,66,"COOP","8087"
"015465","MITCHELL DAM",-86.4500,32.8000,107,"COOP","8090"
"015537","MONTEVALLO",-86.8667,33.0981,125,"COOP","8097"
"015553","MONTGOMERY 6",-86.2181,32.2600,69,"COOP","8102"
"015635","MOULTON 2",-87.2933,34.4856,197,"COOP","8105"
"015658","MOUNDVILLE",-87.6225,32.9947,37,"COOP","8106"
"016121","ONEONTA",-86.4692,33.9478,272,"COOP","8117"
"016129","OPELIKA",-85.4492,32.6592,195,"COOP","8118"
"016196","OWENS CROSS",-86.4453,34.5528,180,"COOP","8120"
"016246","PALMERDALE",-86.6431,33.7453,219,"COOP","8123"
"016436","PINE APPLE",-86.9861,31.8817,81,"COOP","8136"
"016508","PLANTERSVILL",-86.9056,32.6131,70,"COOP","8141"
"016988","ROBERTSDALE",-87.7017,30.5650,49,"COOP","8155"
"017020","ROCKFORD 3 E",-86.1758,32.8711,228,"COOP","8156"
"017025","ROCK MILLS",-85.2892,33.1592,227,"COOP","8157"
"017157","SAINT BERNAR",-86.8133,34.1736,244,"COOP","8160"
"017947","SULLIGENT",-88.1325,33.8997,107,"COOP","8179"
"017999","SYLACAUGA 4",-86.2114,33.2053,149,"COOP","8184"
"018024","TALLADEGA",-86.1350,33.4164,137,"COOP","8186"
"018178","THOMASVILLE",-87.8833,31.5411,123,"COOP","8189"
"018209","THORSBY EXP",-86.6708,32.9206,207,"COOP","8191"
"018323","TROY",-85.9722,31.8075,152,"COOP","8196"
"018380","TUSCALOOSA A",-87.6092,33.2222,52,"COOP","8198"
"018385","TUSCALOOSA O",-87.5936,33.2097,46,"COOP","8200"
"018438","UNION SPRING",-85.7464,32.0142,134,"COOP","8205"
"018469","VALLEY HEAD",-85.6128,34.5667,324,"COOP","8208"
"018517","VERNON",-88.1275,33.7392,91,"COOP","8210"
"018605","WADLEY",-85.5667,33.1167,206,"COOP","8212"
"018608","WADLEY NR 2",-85.5800,33.1272,213,"COOP","8213"
"018637","WALLACE 2 E",-87.1789,31.2097,62,"COOP","8214"
"018648","WALNUT GROVE",-86.3069,34.0661,259,"COOP","8215"
"018673","WARRIOR LOCK",-87.8306,32.7744,21,"COOP","8219"
"018755","WEISS DAM",-85.8000,34.1333,180,"COOP","8222"
"018809","WEST BLOCTON",-87.1267,33.1178,152,"COOP","8223"
"018812","WEST POINT",-86.9586,32.2447,293,"COOP","8224"
"018998","WINFIELD 2 S",-87.8475,33.9111,143,"COOP","8232"
"020060","AGUILA",-113.1875,33.9433,660,"COOP","8236"
"020080","AJO",-112.8617,32.3686,549,"COOP","8237"
"020159","ALPINE",-109.1469,33.8492,2454,"COOP","8245"
"020287","ANVIL RANCH",-111.3831,31.9792,838,"COOP","8249"
"020380","ARIVACA",-111.3350,31.5722,1103,"COOP","8257"
"020404","ARIZONA CITY",-111.6928,32.7597,456,"COOP","8258"
"020498","ASHURST HAYD",-111.2864,33.0869,472,"COOP","8269"
"020586","BAGDAD",-113.1739,34.5972,1205,"COOP","8274"
"020672","BEAVER DAM",-113.9425,36.8969,572,"COOP","8283"
"020678","BELLEMONT NW",-111.8214,35.2300,2180,"COOP","8285"
"020683","BENSON 6 SE",-110.2403,31.8803,1125,"COOP","8287"
"020750","BETATAKIN",-110.5411,36.6778,2221,"COOP","8289"
"020775","BISBEE 1 WNW",-109.9289,31.4475,1695,"COOP","8294"
"020808","BLACK RIVER",-109.7517,33.4783,1849,"COOP","8298"
"020871","BLUE RIDGE R",-111.1892,34.6103,2097,"COOP","8300"
"020949","BOUSE",-114.0242,33.9431,282,"COOP","8305"
"020958","BOWIE",-109.4908,32.3236,1146,"COOP","8306"
"021001","BRIGHT ANGEL",-112.0631,36.2136,2560,"COOP","8308"
"021248","CANYON DE CH",-109.5394,36.1533,1710,"COOP","8322"
"021314","CASA GRANDE",-111.5367,32.9947,433,"COOP","8327"
"021330","CASCABEL",-110.4131,32.3208,959,"COOP","8328"
"021353","CASTLE HOT S",-112.3617,33.9825,607,"COOP","8329"
"021357","CATALINA SP",-110.9300,32.4175,814,"COOP","8331"
"021654","CHINO VALLEY",-112.4567,34.7569,1448,"COOP","8346"
"021664","CHIRICAHUA N",-109.3572,32.0061,1615,"COOP","8347"
"021849","CLIFTON",-109.3072,33.0561,1073,"COOP","8351"
"022109","CORDES",-112.1678,34.3053,1149,"COOP","8361"
"022140","CORONADO N M",-110.2542,31.3456,1598,"COOP","8364"
"022480","DESTINY RANC",-110.7311,32.2842,829,"COOP","8376"
"022527","DIAMOND M RA",-113.3669,35.2967,1670,"COOP","8378"
"022754","DUNCAN",-109.1214,32.7481,1157,"COOP","8387"
"022782","EAST MESA",-111.6444,33.4192,463,"COOP","8390"
"022790","EHRENBERG 2",-114.4706,33.6133,142,"COOP","8392"
"023110","FORT GRANT",-109.9447,32.6231,1478,"COOP","8408"
"023150","FORT THOMAS",-110.0022,33.0194,853,"COOP","8411"
"023190","FOUNTAIN HIL",-111.7131,33.6028,482,"COOP","8414"
"023303","GANADO",-109.5661,35.7164,1932,"COOP","8421"
"023393","GILA BEND",-112.7131,32.9481,224,"COOP","8422"
"023448","GISELA",-111.2758,34.1111,884,"COOP","8424"
"023501","GLOBE #3",-110.7933,33.3947,1116,"COOP","8428"
"023589","GRAND CANYON",-112.1292,36.0758,1159,"COOP","8433"
"023668","GREEN VALLEY",-110.9978,31.8931,884,"COOP","8442"
"023828","HAPPY JACK R",-111.4139,34.7433,2280,"COOP","8452"
"023961","HEBER BLACK",-110.5581,34.3925,2009,"COOP","8456"
"024182","HORSESHOE DA",-111.7139,33.9825,616,"COOP","8468"
"024453","JEROME",-112.1114,34.7522,1509,"COOP","8481"
"024534","KARTCHNER CA",-110.3550,31.8350,1430,"COOP","8484"
"024586","KEAMS CANYON",-110.1917,35.8111,1891,"COOP","8488"
"024590","KEARNY",-110.9078,33.0519,558,"COOP","8489"
"024675","KITT PEAK",-111.5972,31.9600,2070,"COOP","8494"
"024702","KOFA MINE",-113.9653,33.2742,541,"COOP","8498"
"024761","LAKE HAVASU",-114.3600,34.5028,143,"COOP","8501"
"024977","LITCHFIELD P",-112.3667,33.5000,314,"COOP","8508"
"025270","MARICOPA 4 N",-112.0303,33.1139,354,"COOP","8518"
"025412","MC NARY 2 N",-109.8589,34.1142,2237,"COOP","8528"
"025418","MC NEAL",-109.6686,31.6017,1271,"COOP","8529"
"025426","MEADVIEW 1SE",-114.0511,36.0033,975,"COOP","8530"
"025467","MESA",-111.8183,33.4114,384,"COOP","8531"
"025494","METEOR CRATE",-111.0167,35.0333,1584,"COOP","8532"
"025512","MIAMI",-110.8700,33.4044,1085,"COOP","8533"
"025635","MONTEZUMA CA",-111.8381,34.6106,969,"COOP","8539"
"025780","MUND'S PARK",-111.6392,34.9364,1972,"COOP","8557"
"025825","NATURAL BRID",-111.4500,34.3167,1406,"COOP","8558"
"025924","NOGALES 6 N",-110.9642,31.4447,1085,"COOP","8563"
"026037","OAK CREEK CA",-111.7606,34.9644,1547,"COOP","8565"
"026117","ORACLE STATE",-110.7317,32.6100,1401,"COOP","8567"
"026132","ORGAN PIPE C",-112.8003,31.9556,511,"COOP","8570"
"026180","PAGE",-111.4483,36.9208,1301,"COOP","8572"
"026190","PAINTED DESE",-109.7814,35.0653,1756,"COOP","8574"
"026194","PAINTED ROCK",-113.0317,33.0772,183,"COOP","8575"
"026242","PARADISE",-109.2167,31.9333,1656,"COOP","8578"
"026282","PATAGONIA #2",-110.7517,31.5481,1277,"COOP","8584"
"026321","PAYSON RANGE",-111.3000,34.2500,1525,"COOP","8587"
"026353","PEARCE SUNSI",-109.8378,31.9356,1326,"COOP","8590"
"026468","PETRIFIED FO",-109.8850,34.7994,1660,"COOP","8594"
"026471","PHANTOM RANC",-112.0958,36.1050,771,"COOP","8595"
"026513","PICACHO 8 SE",-111.4014,32.6467,558,"COOP","8602"
"026601","PINETOP 2E",-109.9219,34.1242,2195,"COOP","8610"
"026603","PINNACLE PEA",-111.8606,33.7275,782,"COOP","8611"
"026616","PIPE SPRINGS",-112.7386,36.8586,1500,"COOP","8614"
"026653","PLEASANT VAL",-110.9442,34.0989,1539,"COOP","8616"
"026716","PORTAL 4 SW",-109.2058,31.8828,1643,"COOP","8619"
"026796","PRESCOTT",-112.4322,34.5706,1586,"COOP","8620"
"026840","PUNKIN CENTE",-111.3064,33.8556,709,"COOP","8622"
"026865","QUARTZSITE",-114.2272,33.6650,267,"COOP","8623"
"027036","REDINGTON",-110.4667,32.3903,896,"COOP","8625"
"027187","ROBSON RCH",-111.6314,32.8117,456,"COOP","8632"
"027390","SAFFORD AGRI",-109.6808,32.8150,900,"COOP","8648"
"027398","SAGUARO NAT'",-110.7369,32.1797,936,"COOP","8649"
"027530","SAN MANUEL",-110.6339,32.6014,1055,"COOP","8664"
"027560","SAN SIMON",-109.2256,32.2714,1100,"COOP","8666"
"027619","SASABE",-111.5436,31.4831,1094,"COOP","8673"
"027622","SASABE 7 NW",-111.6022,31.6036,1166,"COOP","8674"
"027625","SASABE 6 NNE",-111.5047,31.5717,1065,"COOP","8675"
"027716","SELIGMAN",-112.8797,35.3322,1600,"COOP","8679"
"027855","SHOW LOW AIR",-110.0075,34.2639,1954,"COOP","8690"
"027880","SIERRA VISTA",-110.2847,31.5553,1402,"COOP","8692"
"028012","SNOWFLAKE",-110.0839,34.5081,1720,"COOP","8700"
"028162","SPRINGERVILL",-109.2897,34.1289,2152,"COOP","8704"
"028326","SUNRISE MOUN",-109.5631,33.9733,2856,"COOP","8713"
"028329","SUNSET CRATE",-111.5436,35.3694,2128,"COOP","8714"
"028396","TACNA 3 NE",-113.9192,32.7225,99,"COOP","8721"
"028468","TEEC NOS POS",-109.0900,36.9233,1612,"COOP","8725"
"028499","TEMPE ASU",-111.9294,33.4197,364,"COOP","8731"
"028590","TOHONO CHUL",-110.9808,32.3392,770,"COOP","8736"
"028598","TOLLESON 1 E",-112.2433,33.4519,312,"COOP","8737"
"028619","TOMBSTONE",-110.0569,31.7056,1405,"COOP","8738"
"028792","TUBA CITY",-111.2436,36.1306,1520,"COOP","8750"
"028795","TUCSON 17 NW",-111.1961,32.2542,781,"COOP","8752"
"028796","TUCSON CAMP",-110.9442,32.2817,727,"COOP","8753"
"028817","TUSCON U OF",-111.0053,32.2581,706,"COOP","8759"
"028865","TUMACACORI N",-111.0497,31.5678,996,"COOP","8761"
"028904","TUZIGOOT",-112.0264,34.7706,1058,"COOP","8764"
"028998","VAIL 7 N",-110.7247,32.1264,908,"COOP","8767"
"029114","WAHWEAP",-111.4914,36.9953,1137,"COOP","8774"
"029156","WALNUT CANYO",-111.5067,35.1706,2038,"COOP","8776"
"029158","WALNUT CREEK",-112.8097,34.9281,1551,"COOP","8777"
"029166","WALNUT GROVE",-112.5619,34.3117,1147,"COOP","8778"
"029287","WICKENBURG",-112.7403,33.9792,668,"COOP","8786"
"029309","WIKIEUP",-113.6136,34.7061,613,"COOP","8787"
"029334","WILLCOX",-109.8497,32.2611,1279,"COOP","8788"
"029542","WUPATKI NM",-111.3703,35.5247,1496,"COOP","8805"
"029562","Y LIGHTNING",-110.2267,31.4517,1399,"COOP","8806"
"029634","YOUNGTOWN",-112.3014,33.5950,346,"COOP","8811"
"030006","ABBOTT",-94.2025,35.0764,190,"COOP","8823"
"030130","ALUM FORK",-92.8417,34.7961,213,"COOP","8826"
"030150","AMITY 1 N",-93.4614,34.2808,140,"COOP","8828"
"030234","ARKANSAS CIT",-91.1997,33.6117,44,"COOP","8834"
"030240","ARKANSAS POS",-91.3444,34.0250,59,"COOP","8836"
"030286","ASHDOWN 4 SS",-94.0997,33.6192,98,"COOP","8838"
"030300","ATHENS",-93.9756,34.3219,293,"COOP","8839"
"030326","AUGUSTA 2 NW",-91.3936,35.2956,59,"COOP","8841"
"030458","BATESVILLE L",-91.7944,35.8306,174,"COOP","8846"
"030460","BATESVILLE L",-91.6389,35.7600,88,"COOP","8847"
"030536","BEEDEVILLE 4",-91.0561,35.4583,67,"COOP","8855"
"030582","BENTON",-92.6006,34.5675,94,"COOP","8856"
"030616","BERRYVILLE 5",-93.6256,36.4294,360,"COOP","8860"
"030664","BIG FORK 1 S",-93.9567,34.4692,335,"COOP","8864"
"030724","BISMARCK 2 S",-93.1444,34.2872,152,"COOP","8866"
"030746","BLACK ROCK",-91.1039,36.1067,73,"COOP","8867"
"030764","BLAKELY MOUN",-93.1947,34.5697,130,"COOP","8868"
"030798","BLUE MOUNTAI",-93.6506,35.1161,130,"COOP","8869"
"030814","BOGG SPRINGS",-94.4122,34.3267,358,"COOP","8872"
"030820","BONNERDALE 4",-93.4231,34.3667,188,"COOP","8873"
"030832","BOONEVILLE 3",-93.9089,35.1047,213,"COOP","8879"
"030842","BOTKINBURG 3",-92.4708,35.7200,395,"COOP","8880"
"030936","BRINKLEY",-91.1878,34.8825,61,"COOP","8886"
"031102","CABOT 4 SW",-92.0064,34.9817,91,"COOP","8890"
"031120","CALAMINE",-91.4328,36.0111,130,"COOP","8891"
"031132","CALICO ROCK",-92.1636,36.1092,107,"COOP","8892"
"031140","CALION LOCK",-92.4850,33.3047,30,"COOP","8894"
"031152","CAMDEN 1",-92.8236,33.5900,35,"COOP","8895"
"031310","CENTER RIDGE",-92.5672,35.3228,195,"COOP","8906"
"031419","CHIMES 12 ES",-92.5614,35.6111,351,"COOP","8910"
"031442","CLARENDON",-91.2983,34.6928,55,"COOP","8912"
"031457","CLARKSVILLE",-93.4036,35.5328,259,"COOP","8916"
"031459","CLARKSVILLE",-93.4425,35.4564,189,"COOP","8917"
"031492","CLINTON",-92.4639,35.5789,165,"COOP","8918"
"031508","COAL HILL",-93.6672,35.4381,155,"COOP","8919"
"031596","CONWAY",-92.4289,35.0842,96,"COOP","8923"
"031632","CORNING",-90.5858,36.4197,85,"COOP","8924"
"031666","COVE",-94.4175,34.4314,323,"COOP","8928"
"031730","CROSSETT 2 S",-91.9492,33.1111,39,"COOP","8930"
"031750","CRYSTAL VALL",-92.4500,34.6886,108,"COOP","8931"
"031829","DAMASCUS 2 N",-92.3833,35.4047,207,"COOP","8935"
"031834","DANVILLE",-93.3944,35.0386,114,"COOP","8936"
"031838","DARDANELLE",-93.1675,35.2342,113,"COOP","8938"
"031910","DEGRAY LAKE",-93.1486,34.2531,149,"COOP","8943"
"031948","DEQUEEN",-94.3481,34.0464,121,"COOP","8944"
"031962","DERMOTT 3 NE",-91.3847,33.5594,44,"COOP","8950"
"031968","DES ARC",-91.4978,34.9772,61,"COOP","8951"
"032015","DIERKS",-94.0172,34.1267,143,"COOP","8956"
"032355","EUDORA",-91.1578,33.0686,41,"COOP","8969"
"032356","EUREKA SPRIN",-93.7917,36.4164,433,"COOP","8970"
"032366","EVENING SHAD",-91.6142,36.0811,152,"COOP","8971"
"032444","FAYETTEVILLE",-94.1744,36.1006,387,"COOP","8975"
"032475","FELSENTHAL L",-92.1236,33.0597,18,"COOP","8976"
"032544","FOREMAN",-94.3814,33.7164,122,"COOP","8980"
"032700","GAMALIEL",-92.2456,36.4153,227,"COOP","8992"
"032760","GEORGETOWN",-91.4489,35.1278,61,"COOP","8995"
"032794","GILBERT",-92.7147,35.9914,189,"COOP","8996"
"032842","GLENWOOD",-93.5350,34.3289,168,"COOP","8998"
"032922","GRAVELLY 1 E",-93.6761,34.8758,152,"COOP","9001"
"032930","GRAVETTE",-94.4481,36.4261,384,"COOP","9003"
"032978","GREERS FERRY",-91.9997,35.5206,161,"COOP","9010"
"033019","GRUBBS 4 E",-91.0097,35.6500,68,"COOP","9011"
"033132","HARDY",-91.5056,36.2747,201,"COOP","9017"
"033164","HARRISON",-93.1219,36.2236,345,"COOP","9019"
"033200","HATTIEVILLE",-92.7806,35.2883,110,"COOP","9024"
"033242","HELENA",-90.5903,34.5211,59,"COOP","9028"
