county_name,county_fips,year,month,date,precipitation_total_km3,max_temperature_c
Wahkiakum,069,2003,2,2003-02-01,0.16496495312499998,11.351
Wahkiakum,069,2003,3,2003-03-01,0.47196465625,11.898
Wahkiakum,069,2003,4,2003-04-01,0.2209543125,13.833
Wahkiakum,069,2003,5,2003-05-01,0.07108728125,18.25
Wahkiakum,069,2003,6,2003-06-01,0.030624144531249998,23.15
Wahkiakum,069,2003,7,2003-07-01,0.009999023437499999,27.216
Wahkiakum,069,2003,8,2003-08-01,0.013744959960937499,26.302
Wahkiakum,069,2003,9,2003-09-01,0.072795203125,24.229
Wahkiakum,069,2003,10,2003-10-01,0.31160084374999997,17.77
Wahkiakum,069,2003,11,2003-11-01,0.3919303125,10.908
Wahkiakum,069,2003,12,2003-12-01,0.35518065625,9.667
Wahkiakum,069,2004,1,2004-01-01,0.35869659374999996,8.787
Wahkiakum,069,2004,2,2004-02-01,0.19585709375,11.57
Wahkiakum,069,2004,3,2004-03-01,0.173412734375,14.912
Wahkiakum,069,2004,4,2004-04-01,0.08956108593749999,18.501
Wahkiakum,069,2004,5,2004-05-01,0.13958175,19.123
Wahkiakum,069,2004,6,2004-06-01,0.05555963671875,22.473
Wahkiakum,069,2004,7,2004-07-01,0.0050943999023437495,26.933
Wahkiakum,069,2004,8,2004-08-01,0.19401909374999998,26.015
Wahkiakum,069,2004,9,2004-09-01,0.17948495312499999,21.957
Wahkiakum,069,2004,10,2004-10-01,0.24290915624999998,18.457
Wahkiakum,069,2004,11,2004-11-01,0.193315546875,12.751
Wahkiakum,069,2004,12,2004-12-01,0.22836021874999998,10.109
Wahkiakum,069,2005,1,2005-01-01,0.24629353124999998,9.791
Wahkiakum,069,2005,2,2005-02-01,0.06418563671875,13.316
Wahkiakum,069,2005,3,2005-03-01,0.294341125,15.499
Wahkiakum,069,2005,4,2005-04-01,0.215008484375,14.736
Wahkiakum,069,2005,5,2005-05-01,0.1505873125,19.727
Wahkiakum,069,2005,6,2005-06-01,0.083244171875,19.853
Wahkiakum,069,2005,7,2005-07-01,0.038930718749999996,25.498
Wahkiakum,069,2005,8,2005-08-01,0.015110832031249999,26.797
Wahkiakum,069,2005,9,2005-09-01,0.06355820703125,22.326
Wahkiakum,069,2005,10,2005-10-01,0.24635693749999998,16.024
Wahkiakum,069,2005,11,2005-11-01,0.37078131249999996,11.27
Wahkiakum,069,2005,12,2005-12-01,0.43770871875,8.956
Wahkiakum,069,2006,1,2006-01-01,0.774930875,10.145
Wahkiakum,069,2006,2,2006-02-01,0.1895474375,10.068
Wahkiakum,069,2006,3,2006-03-01,0.20483912499999998,11.775
Wahkiakum,069,2006,4,2006-04-01,0.13655884375,16.085
Wahkiakum,069,2006,5,2006-05-01,0.1119146015625,19.63
Wahkiakum,069,2006,6,2006-06-01,0.081041953125,22.313
Wahkiakum,069,2006,7,2006-07-01,0.020941103515625,26.152
Wahkiakum,069,2006,8,2006-08-01,0.011188080078124999,25.541
Wahkiakum,069,2006,9,2006-09-01,0.053901921874999995,25.373
Wahkiakum,069,2006,10,2006-10-01,0.11407306249999999,18.977
Wahkiakum,069,2006,11,2006-11-01,0.8675185624999999,11.331
Wahkiakum,069,2006,12,2006-12-01,0.35734196874999996,9.274
Wahkiakum,069,2007,1,2007-01-01,0.215660171875,8.534
Wahkiakum,069,2007,2,2007-02-01,0.289660625,10.971
Wahkiakum,069,2007,3,2007-03-01,0.24512446875,12.916
Wahkiakum,069,2007,4,2007-04-01,0.108898828125,14.784
Wahkiakum,069,2007,5,2007-05-01,0.055310355468749996,18.892
Wahkiakum,069,2007,6,2007-06-01,0.074425921875,20.729
Wahkiakum,069,2007,7,2007-07-01,0.058914499999999995,25.644
Wahkiakum,069,2007,8,2007-08-01,0.025665041015624997,25.147
Wahkiakum,069,2007,9,2007-09-01,0.034540757812499996,22.466
Wahkiakum,069,2007,10,2007-10-01,0.22752234375,17.154
Wahkiakum,069,2007,11,2007-11-01,0.187278109375,12.376
Wahkiakum,069,2007,12,2007-12-01,0.51602646875,8.255
Wahkiakum,069,2008,1,2008-01-01,0.31812665625,7.362
Wahkiakum,069,2008,2,2008-02-01,0.21766453125,11.031
Wahkiakum,069,2008,3,2008-03-01,0.286564375,11.472
Wahkiakum,069,2008,4,2008-04-01,0.14779710937499999,13.499
Wahkiakum,069,2008,5,2008-05-01,0.06186036328125,18.646
Wahkiakum,069,2008,6,2008-06-01,0.10643546093749999,19.385
Wahkiakum,069,2008,7,2008-07-01,0.0155998564453125,25.522
Wahkiakum,069,2008,8,2008-08-01,0.10656607812499999,24.941
Wahkiakum,069,2008,9,2008-09-01,0.0307717890625,23.234
Wahkiakum,069,2008,10,2008-10-01,0.131175515625,17.755
Wahkiakum,069,2008,11,2008-11-01,0.40819409375,12.968
Wahkiakum,069,2008,12,2008-12-01,0.34220796875,7.132
Wahkiakum,069,2009,1,2009-01-01,0.4274820625,9.057
Wahkiakum,069,2009,2,2009-02-01,0.1017021015625,11.176
Wahkiakum,069,2009,3,2009-03-01,0.2489425625,10.117
Wahkiakum,069,2009,4,2009-04-01,0.156624109375,15.301
Wahkiakum,069,2009,5,2009-05-01,0.18597471875,19.433
Wahkiakum,069,2009,6,2009-06-01,0.017503728515625,22.042
Wahkiakum,069,2009,7,2009-07-01,0.01662665625,27.733
Wahkiakum,069,2009,8,2009-08-01,0.04015704296875,25.056
Wahkiakum,069,2009,9,2009-09-01,0.0695759296875,23.612
Wahkiakum,069,2009,10,2009-10-01,0.22726103125,15.77
Wahkiakum,069,2009,11,2009-11-01,0.5203583749999999,11.718
Wahkiakum,069,2009,12,2009-12-01,0.17945889062499998,7.483
Wahkiakum,069,2010,1,2010-01-01,0.41274849999999996,11.079
Wahkiakum,069,2010,2,2010-02-01,0.2080786875,12.244
Wahkiakum,069,2010,3,2010-03-01,0.23305126562499998,13.522
Wahkiakum,069,2010,4,2010-04-01,0.23869934375,13.888
Wahkiakum,069,2010,5,2010-05-01,0.17315671875,16.047
Wahkiakum,069,2010,6,2010-06-01,0.13442010937499999,18.944
Wahkiakum,069,2010,7,2010-07-01,0.0140641435546875,23.635
Wahkiakum,069,2010,8,2010-08-01,0.0067281923828125,24.483
Wahkiakum,069,2010,9,2010-09-01,0.16740378125,20.724
Wahkiakum,069,2010,10,2010-10-01,0.26491706249999997,17.164
Wahkiakum,069,2010,11,2010-11-01,0.314484125,10.521
Wahkiakum,069,2010,12,2010-12-01,0.42737671875,9.505
Wahkiakum,069,2011,1,2011-01-01,0.3422623125,9.082
Wahkiakum,069,2011,2,2011-02-01,0.21237428125,8.545
Wahkiakum,069,2011,3,2011-03-01,0.4005866875,10.364
Wahkiakum,069,2011,4,2011-04-01,0.2808496875,11.93
Wahkiakum,069,2011,5,2011-05-01,0.11274473437499999,15.916
Wahkiakum,069,2011,6,2011-06-01,0.049222417968749994,19.284
Wahkiakum,069,2011,7,2011-07-01,0.051608574218749995,22.985
Wahkiakum,069,2011,8,2011-08-01,0.010583744140625,25.005
Wahkiakum,069,2011,9,2011-09-01,0.0960423828125,24.832
Wahkiakum,069,2011,10,2011-10-01,0.16183173437499998,16.229
Wahkiakum,069,2011,11,2011-11-01,0.37420824999999996,10.802
Wahkiakum,069,2011,12,2011-12-01,0.205415140625,8.251
Wahkiakum,069,2012,1,2012-01-01,0.35732437499999997,8.683
Wahkiakum,069,2012,2,2012-02-01,0.22980946875,9.641
Wahkiakum,069,2012,3,2012-03-01,0.51607240625,10.081
Wahkiakum,069,2012,4,2012-04-01,0.2007378125,15.092
Wahkiakum,069,2012,5,2012-05-01,0.142316625,17.87
Wahkiakum,069,2012,6,2012-06-01,0.12589324999999998,18.868
Wahkiakum,069,2012,7,2012-07-01,0.020699841796875,23.188
Wahkiakum,069,2012,8,2012-08-01,0.00356256005859375,26.578
Wahkiakum,069,2012,9,2012-09-01,0.006833583984375,24.751
Wahkiakum,069,2012,10,2012-10-01,0.38486165624999996,18.334
Wahkiakum,069,2012,11,2012-11-01,0.45692696875,12.273
Wahkiakum,069,2012,12,2012-12-01,0.5753490625,8.743
Wahkiakum,069,2013,1,2013-01-01,0.21626162499999999,7.539
Wahkiakum,069,2013,2,2013-02-01,0.1771424375,9.76
Wahkiakum,069,2013,3,2013-03-01,0.182748921875,12.713
Wahkiakum,069,2013,4,2013-04-01,0.21695640624999998,14.58
Wahkiakum,069,2013,5,2013-05-01,0.15579384375,18.66
Wahkiakum,069,2013,6,2013-06-01,0.06316796875,21.515
Wahkiakum,069,2013,7,2013-07-01,3.1920000076293944e-05,24.925
Wahkiakum,069,2013,8,2013-08-01,0.0526236015625,24.445
Wahkiakum,069,2013,9,2013-09-01,0.34778431249999997,22.951
Wahkiakum,069,2013,10,2013-10-01,0.0813884296875,19.448
Wahkiakum,069,2013,11,2013-11-01,0.227102375,12.42
Wahkiakum,069,2013,12,2013-12-01,0.16244262499999998,6.669
Wahkiakum,069,2014,1,2014-01-01,0.22881779687499998,10.821
Wahkiakum,069,2014,2,2014-02-01,0.32607396875,8.684
Wahkiakum,069,2014,3,2014-03-01,0.42278959374999997,13.431
Wahkiakum,069,2014,4,2014-04-01,0.243479703125,15.335
Wahkiakum,069,2014,5,2014-05-01,0.153351703125,20.123
Wahkiakum,069,2014,6,2014-06-01,0.056346738281249996,20.64
Wahkiakum,069,2014,7,2014-07-01,0.03491788671875,26.223
Wahkiakum,069,2014,8,2014-08-01,0.03562665625,27.181
Wahkiakum,069,2014,9,2014-09-01,0.1168249296875,25.264
Wahkiakum,069,2014,10,2014-10-01,0.345476375,19.875
Wahkiakum,069,2014,11,2014-11-01,0.28677646875,12.921
Wahkiakum,069,2014,12,2014-12-01,0.3351164375,11.231
Wahkiakum,069,2015,1,2015-01-01,0.24696321875,11.778
Wahkiakum,069,2015,2,2015-02-01,0.232293015625,14.377
Wahkiakum,069,2015,3,2015-03-01,0.204424859375,16.441
Wahkiakum,069,2015,4,2015-04-01,0.11621048437499999,16.133
Wahkiakum,069,2015,5,2015-05-01,0.05054883203125,18.868
Wahkiakum,069,2015,6,2015-06-01,0.026381695312499998,24.604
Wahkiakum,069,2015,7,2015-07-01,0.009775023437499999,27.383
Wahkiakum,069,2015,8,2015-08-01,0.06475723046875,27.398
Wahkiakum,069,2015,9,2015-09-01,0.06020456640625,22.064
Wahkiakum,069,2015,10,2015-10-01,0.188901515625,20.584
Wahkiakum,069,2015,11,2015-11-01,0.55081675,12.309
Wahkiakum,069,2015,12,2015-12-01,0.6413011249999999,9.596
Wahkiakum,069,2016,1,2016-01-01,0.384617875,9.956
Wahkiakum,069,2016,2,2016-02-01,0.28443956249999996,13.195
Wahkiakum,069,2016,3,2016-03-01,0.391851625,13.478
Wahkiakum,069,2016,4,2016-04-01,0.07884471093749999,19.347
Wahkiakum,069,2016,5,2016-05-01,0.0372203359375,20.483
Wahkiakum,069,2016,6,2016-06-01,0.08249707031249999,22.408
Wahkiakum,069,2016,7,2016-07-01,0.032393009765625,24.407
Wahkiakum,069,2016,8,2016-08-01,0.017439310546875,27.421
Wahkiakum,069,2016,9,2016-09-01,0.09093188281249999,22.732
Wahkiakum,069,2016,10,2016-10-01,0.6102959375,16.193
Wahkiakum,069,2016,11,2016-11-01,0.49236865625,13.886
Wahkiakum,069,2016,12,2016-12-01,0.315407875,7.268
Wahkiakum,069,2017,1,2017-01-01,0.20334806249999998,6.535
Wahkiakum,069,2017,2,2017-02-01,0.4166945625,9.367
Wahkiakum,069,2017,3,2017-03-01,0.5062664375,10.944
Wahkiakum,069,2017,4,2017-04-01,0.2714323125,13.863
Wahkiakum,069,2017,5,2017-05-01,0.1218744609375,19.397
Wahkiakum,069,2017,6,2017-06-01,0.0839430390625,21.62
Wahkiakum,069,2017,7,2017-07-01,0.00345745556640625,26.184
Wahkiakum,069,2017,8,2017-08-01,0.0096383369140625,28.096
Wahkiakum,069,2017,9,2017-09-01,0.08657664062499999,24.869
Wahkiakum,069,2017,10,2017-10-01,0.31400565625,17.431
Wahkiakum,069,2017,11,2017-11-01,0.570273625,11.69
Wahkiakum,069,2017,12,2017-12-01,0.2595785,8.857
Wahkiakum,069,2018,1,2018-01-01,0.3990934375,10.952
Wahkiakum,069,2018,2,2018-02-01,0.188831328125,8.464
Wahkiakum,069,2018,3,2018-03-01,0.1599731875,12.007
Wahkiakum,069,2018,4,2018-04-01,0.35638703125,15.149
Wahkiakum,069,2018,5,2018-05-01,0.0123330078125,20.667
Wahkiakum,069,2018,6,2018-06-01,0.060809601562499996,21.419
Wahkiakum,069,2018,7,2018-07-01,0.0066372802734375,27.496
Wahkiakum,069,2018,8,2018-08-01,0.019288656249999998,26.049
Wahkiakum,069,2018,9,2018-09-01,0.08586699218749999,22.355
Wahkiakum,069,2018,10,2018-10-01,0.183231578125,17.377
Wahkiakum,069,2018,11,2018-11-01,0.2916566875,13.367
Wahkiakum,069,2018,12,2018-12-01,0.3793911875,10.431
Wahkiakum,069,2019,1,2019-01-01,0.22322681249999998,10.922
Wahkiakum,069,2019,2,2019-02-01,0.239766171875,7.126
Wahkiakum,069,2019,3,2019-03-01,0.0737834453125,14.099
Wahkiakum,069,2019,4,2019-04-01,0.16664121875,15.641
Wahkiakum,069,2019,5,2019-05-01,0.0597624140625,20.623
Wahkiakum,069,2019,6,2019-06-01,0.037587601562499996,21.962
Wahkiakum,069,2019,7,2019-07-01,0.052944882812499997,24.785
Wahkiakum,069,2019,8,2019-08-01,0.027960238281249997,25.896
Wahkiakum,069,2019,9,2019-09-01,0.188006765625,21.136
Wahkiakum,069,2019,10,2019-10-01,0.18293782812499998,16.581
Wahkiakum,069,2019,11,2019-11-01,0.09086338281249999,13.455
Wahkiakum,069,2019,12,2019-12-01,0.31205728125,9.572
Wahkiakum,069,2020,1,2020-01-01,0.7079886249999999,10.054
Wahkiakum,069,2020,2,2020-02-01,0.257324171875,10.285
Wahkiakum,069,2020,3,2020-03-01,0.162415171875,11.696
Wahkiakum,069,2020,4,2020-04-01,0.08165628124999999,16.568
Wahkiakum,069,2020,5,2020-05-01,0.13080743749999998,19.795
Wahkiakum,069,2020,6,2020-06-01,0.1245483125,20.965
Wahkiakum,069,2020,7,2020-07-01,0.023116175781249998,24.782
Wahkiakum,069,2020,8,2020-08-01,0.039094910156249996,26.814
Wahkiakum,069,2020,9,2020-09-01,0.133068875,24.532
Wahkiakum,069,2020,10,2020-10-01,0.168607125,18.701
Wahkiakum,069,2020,11,2020-11-01,0.35922771875,12.249
Wahkiakum,069,2020,12,2020-12-01,0.297638375,10.919
Sierra,091,2000,1,2000-01-01,1.0052614375,11.305
Sierra,091,2000,2,2000-02-01,1.3145685,11.854
Sierra,091,2000,3,2000-03-01,0.23294737499999998,15.322
Sierra,091,2000,4,2000-04-01,0.20195365625,20.423
Sierra,091,2000,5,2000-05-01,0.20352071875,22.889
Sierra,091,2000,6,2000-06-01,0.03856059375,30.491
Sierra,091,2000,7,2000-07-01,0.00011412800598144531,31.003
Sierra,091,2000,8,2000-08-01,0.0017100799560546874,33.38
Sierra,091,2000,9,2000-09-01,0.0962756328125,28.702
Sierra,091,2000,10,2000-10-01,0.32123275,21.836
Sierra,091,2000,11,2000-11-01,0.15249371875,13.758
Sierra,091,2000,12,2000-12-01,0.20486968749999998,13.275
Sierra,091,2001,1,2001-01-01,0.30306731249999996,12.429
Sierra,091,2001,2,2001-02-01,0.57793875,10.628
Sierra,091,2001,3,2001-03-01,0.26935059375,17.937
Sierra,091,2001,4,2001-04-01,0.309983,16.672
Sierra,091,2001,5,2001-05-01,0.013656736328124999,28.693
Sierra,091,2001,6,2001-06-01,0.019926080078125,29.176
Sierra,091,2001,7,2001-07-01,0.013953744140625,32.37
Sierra,091,2001,8,2001-08-01,0.0,33.906
Sierra,091,2001,9,2001-09-01,0.0514720625,30.7
Sierra,091,2001,10,2001-10-01,0.11042337499999999,26.676
Sierra,091,2001,11,2001-11-01,0.67156975,16.205
Sierra,091,2001,12,2001-12-01,1.022714875,9.514
Sierra,091,2002,1,2002-01-01,0.38693434374999996,10.386
Sierra,091,2002,2,2002-02-01,0.26462971874999996,15.201
Sierra,091,2002,3,2002-03-01,0.46788521875,14.677
Sierra,091,2002,4,2002-04-01,0.17399615625,19.088
Sierra,091,2002,5,2002-05-01,0.10409943749999999,22.828
Sierra,091,2002,6,2002-06-01,0.0039261440429687496,30.034
Sierra,091,2002,7,2002-07-01,0.0105612802734375,34.238
Sierra,091,2002,8,2002-08-01,0.0009968319702148437,33.207
Sierra,091,2002,9,2002-09-01,0.0014840321044921874,31.322
Sierra,091,2002,10,2002-10-01,0.002113248046875,24.473
Sierra,091,2002,11,2002-11-01,0.60412225,18.24
Sierra,091,2002,12,2002-12-01,1.3890025,10.833
Sierra,091,2003,1,2003-01-01,0.37235053125,15.399
Sierra,091,2003,2,2003-02-01,0.20875887499999998,13.82
Sierra,091,2003,3,2003-03-01,0.40201803124999996,16.049
Sierra,091,2003,4,2003-04-01,0.72897075,13.079
Sierra,091,2003,5,2003-05-01,0.143992859375,22.518
Sierra,091,2003,6,2003-06-01,0.009099007812499999,30.277
Sierra,091,2003,7,2003-07-01,0.017334224609375,35.595
Sierra,091,2003,8,2003-08-01,0.11481228125,31.652
Sierra,091,2003,9,2003-09-01,0.010374400390625,32.333
Sierra,091,2003,10,2003-10-01,0.018311439453124998,28.517
Sierra,091,2003,11,2003-11-01,0.28764212499999997,13.009
Sierra,091,2003,12,2003-12-01,1.1135125,10.667
Sierra,091,2004,1,2004-01-01,0.41222590625,11.152
Sierra,091,2004,2,2004-02-01,0.9253701249999999,11.402
Sierra,091,2004,3,2004-03-01,0.151912390625,20.945
Sierra,091,2004,4,2004-04-01,0.115042328125,21.141
Sierra,091,2004,5,2004-05-01,0.08407759375,24.169
Sierra,091,2004,6,2004-06-01,0.0154856484375,30.169
Sierra,091,2004,7,2004-07-01,0.011628176757812499,33.698
Sierra,091,2004,8,2004-08-01,0.01730052734375,33.304
Sierra,091,2004,9,2004-09-01,0.024037359374999998,30.453
Sierra,091,2004,10,2004-10-01,0.516541,21.761
Sierra,091,2004,11,2004-11-01,0.2327265,14.694
Sierra,091,2004,12,2004-12-01,0.68811725,12.92
Sierra,091,2005,1,2005-01-01,0.679788875,11.395
Sierra,091,2005,2,2005-02-01,0.278832125,13.95
Sierra,091,2005,3,2005-03-01,0.7287205,16.41
Sierra,091,2005,4,2005-04-01,0.284167,17.368
Sierra,091,2005,5,2005-05-01,0.595355375,21.155
Sierra,091,2005,6,2005-06-01,0.16334674999999999,25.003
Sierra,091,2005,7,2005-07-01,0.0003885279846191406,34.894
Sierra,091,2005,8,2005-08-01,0.007222304687499999,34.479
Sierra,091,2005,9,2005-09-01,0.03537083203125,28.47
Sierra,091,2005,10,2005-10-01,0.11832996875,23.47
Sierra,091,2005,11,2005-11-01,0.3665894375,17.25
Sierra,091,2005,12,2005-12-01,1.9452209999999999,12.165
Sierra,091,2006,1,2006-01-01,0.8334519375,11.713
Sierra,091,2006,2,2006-02-01,0.5583863124999999,14.859
Sierra,091,2006,3,2006-03-01,0.9330258124999999,9.409
Sierra,091,2006,4,2006-04-01,0.9635746875,15.669
Sierra,091,2006,5,2006-05-01,0.11853353124999999,25.053
Sierra,091,2006,6,2006-06-01,0.0224196484375,30.812
Sierra,091,2006,7,2006-07-01,0.0061324482421875,35.732
Sierra,091,2006,8,2006-08-01,0.0009154560546875,32.449
Sierra,091,2006,9,2006-09-01,0.00149718408203125,30.917
Sierra,091,2006,10,2006-10-01,0.044420257812499996,23.378
Sierra,091,2006,11,2006-11-01,0.41780443749999996,14.585
Sierra,091,2006,12,2006-12-01,0.49100768749999996,11.975
Sierra,091,2007,1,2007-01-01,0.1256587109375,12.905
Sierra,091,2007,2,2007-02-01,0.983804625,12.603
Sierra,091,2007,3,2007-03-01,0.112534,19.382
Sierra,091,2007,4,2007-04-01,0.23402465625,19.834
Sierra,091,2007,5,2007-05-01,0.10713753125,25.695
Sierra,091,2007,6,2007-06-01,0.060223488281249994,29.514
Sierra,091,2007,7,2007-07-01,0.007839216796875,33.807
Sierra,091,2007,8,2007-08-01,0.008729855468749999,33.529
Sierra,091,2007,9,2007-09-01,0.089452421875,27.69
Sierra,091,2007,10,2007-10-01,0.29260871875,20.867
Sierra,091,2007,11,2007-11-01,0.0976182578125,18.769
Sierra,091,2007,12,2007-12-01,0.4847585,9.855
Sierra,091,2008,1,2008-01-01,0.872798,8.641
Sierra,091,2008,2,2008-02-01,0.574847875,12.562
Sierra,091,2008,3,2008-03-01,0.1335518125,16.501
Sierra,091,2008,4,2008-04-01,0.039620796874999996,19.347
Sierra,091,2008,5,2008-05-01,0.08443244531249999,24.406
Sierra,091,2008,6,2008-06-01,6.400000303983687e-08,30.219
Sierra,091,2008,7,2008-07-01,0.0014013919677734374,34.119
Sierra,091,2008,8,2008-08-01,0.001596,34.465
Sierra,091,2008,9,2008-09-01,0.00010838400268554686,31.888
Sierra,091,2008,10,2008-10-01,0.145299140625,25.439
Sierra,091,2008,11,2008-11-01,0.427666375,17.58
Sierra,091,2008,12,2008-12-01,0.46335618749999996,9.778
Sierra,091,2009,1,2009-01-01,0.235900515625,14.732
Sierra,091,2009,2,2009-02-01,0.794125625,11.675
Sierra,091,2009,3,2009-03-01,0.664743,14.709
Sierra,091,2009,4,2009-04-01,0.104640515625,19.108
Sierra,091,2009,5,2009-05-01,0.4198096875,25.305
Sierra,091,2009,6,2009-06-01,0.0898411875,26.668
Sierra,091,2009,7,2009-07-01,0.006021328124999999,34.222
Sierra,091,2009,8,2009-08-01,0.0160153115234375,32.447
Sierra,091,2009,9,2009-09-01,0.0051040322265625,31.855
Sierra,091,2009,10,2009-10-01,0.32390065625,20.864
Sierra,091,2009,11,2009-11-01,0.15572796875,16.232
Sierra,091,2009,12,2009-12-01,0.51174303125,10.425
Sierra,091,2010,1,2010-01-01,0.73384275,11.204
Sierra,091,2010,2,2010-02-01,0.44753915624999996,12.342
Sierra,091,2010,3,2010-03-01,0.45699687499999997,14.663
Sierra,091,2010,4,2010-04-01,0.57997425,14.346
Sierra,091,2010,5,2010-05-01,0.2960083125,18.798
Sierra,091,2010,6,2010-06-01,0.032760658203125,27.145
Sierra,091,2010,7,2010-07-01,0.0114521279296875,33.107
Sierra,091,2010,8,2010-08-01,0.0151600322265625,31.529
Sierra,091,2010,9,2010-09-01,0.0034636484375,29.988
Sierra,091,2010,10,2010-10-01,0.656631375,22.982
Sierra,091,2010,11,2010-11-01,0.6415645,14.578
Sierra,091,2010,12,2010-12-01,1.263704,10.861
Sierra,091,2011,1,2011-01-01,0.1424136875,13.028
Sierra,091,2011,2,2011-02-01,0.6845289999999999,11.722
Sierra,091,2011,3,2011-03-01,1.3301115,10.863
Sierra,091,2011,4,2011-04-01,0.287201125,16.391
Sierra,091,2011,5,2011-05-01,0.271388125,19.039
Sierra,091,2011,6,2011-06-01,0.26901934375,24.687
Sierra,091,2011,7,2011-07-01,0.00394409619140625,30.782
Sierra,091,2011,8,2011-08-01,6.569599914550781e-05,32.347
Sierra,091,2011,9,2011-09-01,0.0415360625,31.805
Sierra,091,2011,10,2011-10-01,0.2851903125,22.535
Sierra,091,2011,11,2011-11-01,0.18277471874999998,14.284
Sierra,091,2011,12,2011-12-01,0.015396001953124999,13.814
Sierra,091,2012,1,2012-01-01,0.534145875,14.386
Sierra,091,2012,2,2012-02-01,0.16857635937499998,13.915
Sierra,091,2012,3,2012-03-01,1.1011811249999999,12.164
Sierra,091,2012,4,2012-04-01,0.5135595,17.719
Sierra,091,2012,5,2012-05-01,0.034370679687499996,24.146
Sierra,091,2012,6,2012-06-01,0.097452625,27.547
Sierra,091,2012,7,2012-07-01,0.02721448046875,32.18
Sierra,091,2012,8,2012-08-01,0.015462864257812499,34.897
Sierra,091,2012,9,2012-09-01,0.00517940771484375,32.058
Sierra,091,2012,10,2012-10-01,0.22236990625,23.558
Sierra,091,2012,11,2012-11-01,0.7756164999999999,16.155
Sierra,091,2012,12,2012-12-01,1.32247125,9.965
Sierra,091,2013,1,2013-01-01,0.098811890625,12.455
Sierra,091,2013,2,2013-02-01,0.048434429687499995,14.272
Sierra,091,2013,3,2013-03-01,0.22882753125,17.664
Sierra,091,2013,4,2013-04-01,0.104393859375,20.96
Sierra,091,2013,5,2013-05-01,0.108597515625,23.967
Sierra,091,2013,6,2013-06-01,0.1257445390625,28.959
Sierra,091,2013,7,2013-07-01,0.017678943359374998,34.284
Sierra,091,2013,8,2013-08-01,0.009000384765625,31.469
Sierra,091,2013,9,2013-09-01,0.14386715625,27.331
Sierra,091,2013,10,2013-10-01,0.056144144531249995,23.015
Sierra,091,2013,11,2013-11-01,0.102682203125,18.169
Sierra,091,2013,12,2013-12-01,0.089802140625,14.187
Sierra,091,2014,1,2014-01-01,0.13578546875,18.116
Sierra,091,2014,2,2014-02-01,0.8070894375,13.667
Sierra,091,2014,3,2014-03-01,0.603455125,16.744
Sierra,091,2014,4,2014-04-01,0.20140921874999998,19.819
Sierra,091,2014,5,2014-05-01,0.071671859375,24.848
Sierra,091,2014,6,2014-06-01,1.4880000352859496e-06,29.796
Sierra,091,2014,7,2014-07-01,0.04238382421875,34.068
Sierra,091,2014,8,2014-08-01,0.1138855,31.912
